Ticker,Year,Name,CAGR of  Market Cap over 1 Month,CAGR of  P/E over 1 Month,Sharpe:M-1,Tkr & Exch,BEst Target Px:D-1,Tot Assets LF,FCF T12M,Governance,Security_Name,Industry,Country
DLR US Equity,2018,DIGITAL REALTY TRUST INC,22.0372,15.668,0.3707,DLR     US,125.75,21462110208,-631641000,7.51,Digital Realty Trust Inc,Data Center REIT,United States
DLR US Equity,2019,DIGITAL REALTY TRUST INC,-49.296,-48.4266,-3.3614,DLR     US,133.684,23172765696,-257469008,7.76,Digital Realty Trust Inc,Data Center REIT,United States
DLR US Equity,2020,DIGITAL REALTY TRUST INC,-3.37,NA,-2.0983,DLR     US,164.609,35435331584,-820623024,7.57,Digital Realty Trust Inc,Data Center REIT,United States
DLTR US Equity,2014,DOLLAR TREE INC,200.4292,200.4292,12.0227,DLTR    US,60.657,3146700032,567700000,6.45,Dollar Tree Inc,Mass Merchants,United States
DLTR US Equity,2015,DOLLAR TREE INC,63.5085,63.5084,2.3866,DLTR    US,80.062,16565099520,183300000,6.47,Dollar Tree Inc,Mass Merchants,United States
DLTR US Equity,2016,DOLLAR TREE INC,-52.379,0,-1.6638,DLTR    US,91.66,16329400320,837500000,6.64,Dollar Tree Inc,Mass Merchants,United States
DLTR US Equity,2017,DOLLAR TREE INC,66.7741,66.7741,4.705,DLTR    US,92.478,15532300288,1187700000,7.11,Dollar Tree Inc,Mass Merchants,United States
DLTR US Equity,2018,DOLLAR TREE INC,111.124,111.1241,3.6062,DLTR    US,95.72,16103600128,849000000,7.19,Dollar Tree Inc,Mass Merchants,United States
DLTR US Equity,2019,DOLLAR TREE INC,-24.7336,-24.7336,-1.6162,DLTR    US,115.739,19493799936,915900000,7.09,Dollar Tree Inc,Mass Merchants,United States
DLTR US Equity,2020,DOLLAR TREE INC,140.1443,140.1443,5.687,DLTR    US,106.591,20671000576,1462200000,7.14,Dollar Tree Inc,Mass Merchants,United States
DNRCQ US Equity,2014,DENBURY INC-PRE BANKRUPTCY,-91.7211,NA,-1.797,DNRCQ   US,NA,11999677440,77543000,6.66,Denbury Inc,Exploration & Production,United States
DOV US Equity,2014,DOVER CORP,16.6185,26.8658,0.8803,DOV     US,88,8959185920,781828000,7.53,Dover Corp,Diversified Industrials,United States
DOV US Equity,2015,DOVER CORP,64.7538,84.5378,2.5107,DOV     US,65.857,8478819840,801153976,7.51,Dover Corp,Diversified Industrials,United States
DOV US Equity,2016,DOVER CORP,-76.9267,0,-2.2436,DOV     US,73,9298282496,708551992,7.71,Dover Corp,Diversified Industrials,United States
DOV US Equity,2017,DOVER CORP,29.45,28.8954,1.0855,DOV     US,96.929,10493389824,591408000,7.47,Dover Corp,Diversified Industrials,United States
DOV US Equity,2018,DOVER CORP,-27.2663,-19.1036,-1.0437,DOV     US,93.684,8461770240,558940000,7.91,Dover Corp,Diversified Industrials,United States
DOV US Equity,2019,DOVER CORP,373.0595,379.2691,16.4675,DOV     US,108.571,8669300736,788530992,7.59,Dover Corp,Diversified Industrials,United States
DOV US Equity,2020,DOVER CORP,95.2543,93.1409,3.6879,DOV     US,126.286,8985970688,875035016,NA,Dover Corp,Diversified Industrials,United States
DOW US Equity,2019,DOW INC,631.9451,631.9447,24.6811,DOW     US,54.75,64937000960,4245999872,7.77,Dow Inc,Basic & Diversified Chemicals,United States
DOW US Equity,2020,DOW INC,8.9541,8.954,0.2335,DOW     US,51.19,59945000960,5000000064,7.42,Dow Inc,Basic & Diversified Chemicals,United States
DPZ US Equity,2020,DOMINO'S PIZZA INC,-53.8073,-54.5294,-1.6055,DPZ     US,431.042,1620947968,448701000,NA,Domino's Pizza Inc,Restaurants,United States
DRE US Equity,2017,DUKE REALTY CORP,-2.2797,-3.5924,-0.6871,DRE     US,29.917,7297470976,-1030924000,7.77,Duke Realty Corp,Industrial REIT,United States
DRE US Equity,2018,DUKE REALTY CORP,21.7011,17.6978,0.6611,DRE     US,30.538,7824809984,-1061621000,7.92,Duke Realty Corp,Industrial REIT,United States
DRE US Equity,2019,DUKE REALTY CORP,47.7905,22.7175,1.6113,DRE     US,35.7,8262953984,-537120000,8.03,Duke Realty Corp,Industrial REIT,United States
DRE US Equity,2020,DUKE REALTY CORP,77.2812,69.639,2.9243,DRE     US,42.8,8743024640,-502949992,8.09,Duke Realty Corp,Industrial REIT,United States
DRI US Equity,2014,DARDEN RESTAURANTS INC,58.9733,58.9733,3.9706,DRI     US,50.65,6124100096,221900000,7.74,Darden Restaurants Inc,Restaurants,United States
DRI US Equity,2015,DARDEN RESTAURANTS INC,-67.7751,-67.7751,-2.286,DRI     US,74.18,6026500096,256300000,7.97,Darden Restaurants Inc,Restaurants,United States
DRI US Equity,2016,DARDEN RESTAURANTS INC,79.8606,0,3.5497,DRI     US,69.095,4370299904,587700000,7.74,Darden Restaurants Inc,Restaurants,United States
DRI US Equity,2017,DARDEN RESTAURANTS INC,25.4206,25.4206,2.2098,DRI     US,89.35,5223499776,579100000,7.78,Darden Restaurants Inc,Restaurants,United States
DRI US Equity,2018,DARDEN RESTAURANTS INC,26.5392,26.5392,1.1691,DRI     US,123.261,5496900096,626300000,7.85,Darden Restaurants Inc,Restaurants,United States
DRI US Equity,2019,DARDEN RESTAURANTS INC,-29.5568,-29.5568,-1.4749,DRI     US,126.423,9719499776,841100000,7.96,Darden Restaurants Inc,Restaurants,United States
DRI US Equity,2020,DARDEN RESTAURANTS INC,10.5987,10.5988,0.3789,DRI     US,108.8,9789500416,282100000,7.35,Darden Restaurants Inc,Restaurants,United States
DTE US Equity,2014,DTE ENERGY COMPANY,136.1728,136.2054,6.6439,DTE     US,82.136,26375999488,-287000000,7.9,DTE Energy Co,Integrated Electric Utilities,United States
DTE US Equity,2015,DTE ENERGY COMPANY,-17.7672,-17.7672,-0.8979,DTE     US,87.167,28654000128,53000000,7.93,DTE Energy Co,Integrated Electric Utilities,United States
DTE US Equity,2016,DTE ENERGY COMPANY,12.5448,0,2.1024,DTE     US,99.682,29461999616,242000000,7.49,DTE Energy Co,Integrated Electric Utilities,United States
DTE US Equity,2017,DTE ENERGY COMPANY,52.049,52.0291,5.0382,DTE     US,111.4,33070999552,-394000000,7.73,DTE Energy Co,Integrated Electric Utilities,United States
DTE US Equity,2018,DTE ENERGY COMPANY,42.2089,38.3185,1.5628,DTE     US,114.071,35292000256,156000000,7.78,DTE Energy Co,Integrated Electric Utilities,United States
DTE US Equity,2019,DTE ENERGY COMPANY,-18.265,-51.3505,-3.9185,DTE     US,136.077,38344998912,-549000000,7.54,DTE Energy Co,Integrated Electric Utilities,United States
DTE US Equity,2020,DTE ENERGY COMPANY,130.0198,130.0198,4.2304,DTE     US,136.316,44438999040,-195000000,NA,DTE Energy Co,Integrated Electric Utilities,United States
DUK US Equity,2014,DUKE ENERGY CORP,150.8928,150.8927,8.3239,DUK     US,80.353,119655997440,888000000,7.8,Duke Energy Corp,Integrated Electric Utilities,United States
DUK US Equity,2015,DUKE ENERGY CORP,-58.9974,-58.9974,-2.6907,DUK     US,76.417,121032998912,372000000,8.08,Duke Energy Corp,Integrated Electric Utilities,United States
DUK US Equity,2016,DUKE ENERGY CORP,2.9788,0,-0.231,DUK     US,81.938,129686003712,-507000000,7.39,Duke Energy Corp,Integrated Electric Utilities,United States
DUK US Equity,2017,DUKE ENERGY CORP,55.7256,55.4201,7.0507,DUK     US,87.542,136324997120,-4662000000,7.67,Duke Energy Corp,Integrated Electric Utilities,United States
DUK US Equity,2018,DUKE ENERGY CORP,51.2373,49.6834,2.5095,DUK     US,85,143164997632,-1673000000,7.95,Duke Energy Corp,Integrated Electric Utilities,United States
DUK US Equity,2019,DUKE ENERGY CORP,-35.7516,-35.7516,-4.7819,DUK     US,97.812,153449005056,-3538999936,7.83,Duke Energy Corp,Integrated Electric Utilities,United States
DUK US Equity,2020,DUKE ENERGY CORP,41.9678,40.6835,2.3034,DUK     US,96,161409007616,-1120999936,NA,Duke Energy Corp,Integrated Electric Utilities,United States
DVA US Equity,2014,DAVITA INC,93.5014,92.4441,5.6504,DVA     US,76.25,18101415936,1221983968,7.89,DaVita Inc,Health Care Facilities,United States
DVA US Equity,2015,DAVITA INC,74.8491,124.1668,8.5083,DVA     US,84.556,18894827520,390500000,7.8,DaVita Inc,Health Care Facilities,United States
DVA US Equity,2016,DAVITA INC,-82.6148,0,-2.0762,DVA     US,69,18925654016,1096907008,8.09,DaVita Inc,Health Care Facilities,United States
DVA US Equity,2017,DAVITA INC,-7.7785,-7.7785,-0.2229,DVA     US,67.571,19341783040,1159840984,7.87,DaVita Inc,Health Care Facilities,United States
DVA US Equity,2018,DAVITA INC,-36.3717,-36.3717,-1.3645,DVA     US,82.375,19435563008,840100032,7.6,DaVita Inc,Health Care Facilities,United States
DVA US Equity,2019,DAVITA INC,791.197,1178.6572,32.6791,DVA     US,68.25,17451829248,952555000,7.09,DaVita Inc,Health Care Facilities,United States
DVA US Equity,2020,DAVITA INC,101.3945,451.2683,17.0232,DVA     US,98.636,17046672384,1505500992,NA,DaVita Inc,Health Care Facilities,United States
DVN US Equity,2014,DEVON ENERGY CORP,-34.1535,-34.1535,-0.6169,DVN     US,81.517,50838999040,-6301000256,7.36,Devon Energy Corp,Exploration & Production,United States
DVN US Equity,2015,DEVON ENERGY CORP,125.0336,125.0335,3.2222,DVN     US,58.828,34350999552,-1146000064,8.14,Devon Energy Corp,Exploration & Production,United States
DVN US Equity,2016,DEVON ENERGY CORP,-62.8542,0,-1.6606,DVN     US,49.317,26812999680,-2088000064,7.85,Devon Energy Corp,Exploration & Production,United States
DVN US Equity,2017,DEVON ENERGY CORP,377.2326,377.3941,15.4386,DVN     US,42.839,27559000064,43000000,8.03,Devon Energy Corp,Exploration & Production,United States
DVN US Equity,2018,DEVON ENERGY CORP,-89.2457,-89.2457,-2.1295,DVN     US,51.367,20171999232,21000000,8.04,Devon Energy Corp,Exploration & Production,United States
DVN US Equity,2019,DEVON ENERGY CORP,-56.0287,-22.6992,-0.5622,DVN     US,29.948,14394000384,-184000000,7.59,Devon Energy Corp,Exploration & Production,United States
DVN US Equity,2020,DEVON ENERGY CORP,3.9847,4.9491,0.0783,DVN     US,16.06,10325999616,196000000,NA,Devon Energy Corp,Exploration & Production,United States
DXC US Equity,2017,DXC TECHNOLOGY CO,107.1704,NA,6.6867,DXC     US,97.059,31216001024,NA,7.26,DXC Technology Co,IT Services,United States
DXC US Equity,2018,DXC TECHNOLOGY CO,-92.841,-92.841,-1.4802,DXC     US,96.284,28881999872,2351000000,7.53,DXC Technology Co,IT Services,United States
DXC US Equity,2019,DXC TECHNOLOGY CO,102.0172,102.0172,2.7281,DXC     US,45.786,32576999424,921000000,7.2,DXC Technology Co,IT Services,United States
DXC US Equity,2020,DXC TECHNOLOGY CO,16.647,15.4779,0.2895,DXC     US,23.615,25670000640,1042000000,NA,DXC Technology Co,IT Services,United States
DXCM US Equity,2020,DEXCOM INC,-32.9046,-35.2152,-0.5794,DXCM    US,446.667,3833200128,264400000,6.27,Dexcom Inc,Medical Equipment,United States
EA US Equity,2014,ELECTRONIC ARTS INC,309.7481,336.5335,9.7811,EA      US,44.222,6031000064,1061000000,6.9,Electronic Arts Inc,Video Games,United States
EA US Equity,2015,ELECTRONIC ARTS INC,168.7888,168.7884,5.3813,EA      US,83.43,6000000000,729000000,6.89,Electronic Arts Inc,Video Games,United States
EA US Equity,2016,ELECTRONIC ARTS INC,-48.6305,0,-2.4438,EA      US,92.426,6892000256,1026000000,7.19,Electronic Arts Inc,Video Games,United States
EA US Equity,2017,ELECTRONIC ARTS INC,-53.8329,-53.8329,-2.5258,EA      US,128.957,7921999872,1633000000,7,Electronic Arts Inc,Video Games,United States
EA US Equity,2018,ELECTRONIC ARTS INC,-91.7187,-90.8378,-2.293,EA      US,125.407,8449999872,1351000000,7.24,Electronic Arts Inc,Video Games,United States
EA US Equity,2019,ELECTRONIC ARTS INC,27.8344,41.6867,1.9896,EA      US,110.138,10593000448,1620000000,6.46,Electronic Arts Inc,Video Games,United States
EA US Equity,2020,ELECTRONIC ARTS INC,-42.0339,-42.0338,-1.2314,EA      US,152.917,11470000128,1910000000,6.43,Electronic Arts Inc,Video Games,United States
EBAY US Equity,2014,EBAY INC,-5.1609,-6.1936,-0.2074,EBAY    US,57.833,44475998208,4565999936,7.38,eBay Inc,Online Marketplace,United States
EBAY US Equity,2015,EBAY INC,314.4352,391.7688,7.7123,EBAY    US,29.669,18338000896,3280000000,7.65,eBay Inc,Online Marketplace,United States
EBAY US Equity,2016,EBAY INC,-84.7173,0,-2.1852,EBAY    US,33.016,20501999616,2627000000,7.8,eBay Inc,Online Marketplace,United States
EBAY US Equity,2017,EBAY INC,-51.8979,-35.9291,-2.5285,EBAY    US,39.63,25942999040,2168000000,7.8,eBay Inc,Online Marketplace,United States
EBAY US Equity,2018,EBAY INC,-68.4202,-56.8461,-1.3032,EBAY    US,36.806,23651999744,1700000000,7.81,eBay Inc,Online Marketplace,United States
EBAY US Equity,2019,EBAY INC,-69.2876,-56.9401,-1.8171,EBAY    US,40.197,18713999360,2991000064,7.94,eBay Inc,Online Marketplace,United States
EBAY US Equity,2020,EBAY INC,6.5029,27.3426,0.5865,EBAY    US,62.37,18421000192,2005000000,NA,eBay Inc,Online Marketplace,United States
ECL US Equity,2014,ECOLAB INC,-12.6768,-14.3285,-0.5917,ECL     US,123.176,19685799936,1085200000,6.74,Ecolab Inc,Specialty Chemicals,United States
ECL US Equity,2015,ECOLAB INC,2.9947,2.1304,0.1139,ECL     US,126.286,18883299328,1254200000,6.76,Ecolab Inc,Specialty Chemicals,United States
ECL US Equity,2016,ECOLAB INC,-65.9416,0,-6.4456,ECL     US,126.733,18378799104,1398300000,6.66,Ecolab Inc,Specialty Chemicals,United States
ECL US Equity,2017,ECOLAB INC,-2.4076,-0.534,-0.2066,ECL     US,139.444,19856699392,1125900000,7.09,Ecolab Inc,Specialty Chemicals,United States
ECL US Equity,2018,ECOLAB INC,-5.2038,-5.0892,-0.3467,ECL     US,156.429,19962599424,1211300000,6.92,Ecolab Inc,Specialty Chemicals,United States
ECL US Equity,2019,ECOLAB INC,-7.3026,-9.0395,-0.7636,ECL     US,200.4,20835600384,1663600032,6.66,Ecolab Inc,Specialty Chemicals,United States
ECL US Equity,2020,ECOLAB INC,19.5535,19.256,0.684,ECL     US,199.125,18097100800,1418900000,6.73,Ecolab Inc,Specialty Chemicals,United States
ED US Equity,2014,CONSOLIDATED EDISON INC,226.7116,226.6737,11.5238,ED      US,58.786,40667000832,321000000,7.83,Consolidated Edison Inc,Electric Transmission & Dist,United States
ED US Equity,2015,CONSOLIDATED EDISON INC,-48.8367,-49.4911,-2.2945,ED      US,62.833,44970999808,267000000,7.8,Consolidated Edison Inc,Electric Transmission & Dist,United States
ED US Equity,2016,CONSOLIDATED EDISON INC,29.3843,0,1.3449,ED      US,73.808,47316000768,-2971000000,7.96,Consolidated Edison Inc,Electric Transmission & Dist,United States
ED US Equity,2017,CONSOLIDATED EDISON INC,96.8498,95.0061,11.409,ED      US,80.083,49245999104,334000000,7.9,Consolidated Edison Inc,Electric Transmission & Dist,United States
ED US Equity,2018,CONSOLIDATED EDISON INC,-5.0437,-6.1368,-0.452,ED      US,77.25,49543999488,-1321000000,7.65,Consolidated Edison Inc,Electric Transmission & Dist,United States
ED US Equity,2019,CONSOLIDATED EDISON INC,-48.2536,-48.7442,-3.6182,ED      US,91.294,55940001792,-904000000,7.32,Consolidated Edison Inc,Electric Transmission & Dist,United States
ED US Equity,2020,CONSOLIDATED EDISON INC,-34.7477,-35.574,-1.6562,ED      US,78.688,59595001856,-1435000000,NA,Consolidated Edison Inc,Electric Transmission & Dist,United States
EFX US Equity,2014,EQUIFAX INC,50.3032,68.738,3.206,EFX     US,82.2,4707100160,519600000,6.28,Equifax Inc,Information Services,United States
EFX US Equity,2015,EQUIFAX INC,83.2314,79.0636,4.3213,EFX     US,113.9,4541400064,623500000,6.45,Equifax Inc,Information Services,United States
EFX US Equity,2016,EQUIFAX INC,-55.1435,0,-2.9257,EFX     US,142.333,6806600192,546200000,6.69,Equifax Inc,Information Services,United States
EFX US Equity,2017,EQUIFAX INC,-29.9065,-29.9065,-1.9753,EFX     US,122.25,7058299904,654800000,7.55,Equifax Inc,Information Services,United States
EFX US Equity,2018,EQUIFAX INC,-91.8693,-91.9937,-1.6115,EFX     US,120.8,7134000128,445900000,7.76,Equifax Inc,Information Services,United States
EFX US Equity,2019,EQUIFAX INC,-19.2142,-20.6711,-0.9621,EFX     US,141.933,7430700032,-177200000,7.65,Equifax Inc,Information Services,United States
EFX US Equity,2020,EQUIFAX INC,-41.3625,-42.4067,-1.1332,EFX     US,187.737,9249800192,476300000,7.83,Equifax Inc,Information Services,United States
EIX US Equity,2014,EDISON INTERNATIONAL,177.0804,177.0805,8.7823,EIX     US,64,49474998272,-873000000,7.13,Edison International,Integrated Electric Utilities,United States
EIX US Equity,2015,EDISON INTERNATIONAL,-53.5996,-53.5995,-2.3881,EIX     US,66.412,51270000640,173000000,7.53,Edison International,Integrated Electric Utilities,United States
EIX US Equity,2016,EDISON INTERNATIONAL,9.2012,0,0.4356,EIX     US,77.765,51556999168,603000000,7.38,Edison International,Integrated Electric Utilities,United States
EIX US Equity,2017,EDISON INTERNATIONAL,20.3359,20.3357,1.4046,EIX     US,84.038,53591998464,-38000000,8.53,Edison International,Integrated Electric Utilities,United States
EIX US Equity,2018,EDISON INTERNATIONAL,-5.7678,-5.7678,-0.4999,EIX     US,72.444,53562998784,-1075000000,8.79,Edison International,Integrated Electric Utilities,United States
EIX US Equity,2019,EDISON INTERNATIONAL,-78.567,-78.9027,-2.0468,EIX     US,77.571,64212000768,-4539000064,8.71,Edison International,Integrated Electric Utilities,United States
EIX US Equity,2020,EDISON INTERNATIONAL,157.4961,155.1597,5.6544,EIX     US,67.938,68556001280,-3581000000,NA,Edison International,Integrated Electric Utilities,United States
EL US Equity,2014,ESTEE LAUDER COMPANIES-CL A,-33.4787,-30.1197,-1.2839,EL      US,82.3,7664300032,1639500032,6.12,Estee Lauder Cos Inc/The,Personal Care Products,United States
EL US Equity,2015,ESTEE LAUDER COMPANIES-CL A,37.1294,43.5412,1.4144,EL      US,95.895,8425399808,1339599968,5.82,Estee Lauder Cos Inc/The,Personal Care Products,United States
EL US Equity,2016,ESTEE LAUDER COMPANIES-CL A,-75.1771,0,-3.2704,EL      US,95.19,9347999744,1110100000,5.74,Estee Lauder Cos Inc/The,Personal Care Products,United States
EL US Equity,2017,ESTEE LAUDER COMPANIES-CL A,216.5211,219.5472,7.5333,EL      US,131.714,12202000384,1496000000,5.63,Estee Lauder Cos Inc/The,Personal Care Products,United States
EL US Equity,2018,ESTEE LAUDER COMPANIES-CL A,24.6348,39.4319,1.0705,EL      US,155.385,12542999552,1720000000,5.68,Estee Lauder Cos Inc/The,Personal Care Products,United States
EL US Equity,2019,ESTEE LAUDER COMPANIES-CL A,-49.1696,-47.0846,-1.8931,EL      US,206.667,15431000064,1725000000,5.74,Estee Lauder Cos Inc/The,Personal Care Products,United States
EL US Equity,2020,ESTEE LAUDER COMPANIES-CL A,199.3607,195.4956,7.2477,EL      US,242.773,17902999552,2194000064,NA,Estee Lauder Cos Inc/The,Personal Care Products,United States
ELV US Equity,2014,ELEVANCE HEALTH INC,106.6459,130.04,5.4295,ELV     US,132,62058201088,2688000096,6.62,Elevance Health Inc,Managed Care,United States
ELV US Equity,2015,ELEVANCE HEALTH INC,-39.298,-37.6244,-1.3842,ELV     US,179.5,62335598592,2759699936,6.8,Elevance Health Inc,Managed Care,United States
ELV US Equity,2016,ELEVANCE HEALTH INC,-26.3723,0,-0.8926,ELV     US,154.25,64399900672,3233400032,6.67,Elevance Health Inc,Managed Care,United States
ELV US Equity,2017,ELEVANCE HEALTH INC,189.9301,277.5616,12.2444,ELV     US,231.062,68309901312,5076499904,7.66,Elevance Health Inc,Managed Care,United States
ELV US Equity,2018,ELEVANCE HEALTH INC,-19.7871,-15.0232,-0.6037,ELV     US,312.81,74444996608,891500064,7.71,Elevance Health Inc,Managed Care,United States
ELV US Equity,2019,ELEVANCE HEALTH INC,313.1216,355.5965,14.9098,ELV     US,324.667,77809000448,4151000000,7.69,Elevance Health Inc,Managed Care,United States
ELV US Equity,2020,ELEVANCE HEALTH INC,182.8767,222.7662,4.2183,ELV     US,342.917,86573998080,7108000256,7.48,Elevance Health Inc,Managed Care,United States
EMN US Equity,2014,EASTMAN CHEMICAL CO,47.487,54.7045,1.3901,EMN     US,96.8,12135000064,875000000,7.59,Eastman Chemical Co,Basic & Diversified Chemicals,United States
EMN US Equity,2015,EASTMAN CHEMICAL CO,20.0152,20.5565,0.9479,EMN     US,86.75,15879999488,892000000,7.4,Eastman Chemical Co,Basic & Diversified Chemicals,United States
EMN US Equity,2016,EASTMAN CHEMICAL CO,75.8967,0,4.3472,EMN     US,79.714,15489000448,952000000,7.31,Eastman Chemical Co,Basic & Diversified Chemicals,United States
EMN US Equity,2017,EASTMAN CHEMICAL CO,-16.18,-7.9741,-0.6277,EMN     US,99.875,16024000512,712000000,7.16,Eastman Chemical Co,Basic & Diversified Chemicals,United States
EMN US Equity,2018,EASTMAN CHEMICAL CO,-69.7231,-66.526,-1.9408,EMN     US,99.833,16362000384,857000000,7.49,Eastman Chemical Co,Basic & Diversified Chemicals,United States
EMN US Equity,2019,EASTMAN CHEMICAL CO,296.1341,330.0928,15.5528,EMN     US,85.333,16136999936,1118000000,7.56,Eastman Chemical Co,Basic & Diversified Chemicals,United States
EMN US Equity,2020,EASTMAN CHEMICAL CO,99.6701,97.6295,3.003,EMN     US,92.8,16008999936,1325000000,NA,Eastman Chemical Co,Basic & Diversified Chemicals,United States
EMR US Equity,2014,EMERSON ELECTRIC CO,50.5915,50.5916,2.0878,EMR     US,70.13,24177000448,2925000000,5.67,Emerson Electric Co,Diversified Industrials,United States
EMR US Equity,2015,EMERSON ELECTRIC CO,111.2637,111.2636,4.6378,EMR     US,50.143,22087999488,1844000000,6.06,Emerson Electric Co,Diversified Industrials,United States
EMR US Equity,2016,EMERSON ELECTRIC CO,-62.2831,0,-4.2302,EMR     US,49.25,21742999552,2434000000,6.14,Emerson Electric Co,Diversified Industrials,United States
EMR US Equity,2017,EMERSON ELECTRIC CO,16.2532,16.2531,0.8909,EMR     US,65.733,19402000384,1622000000,6.56,Emerson Electric Co,Diversified Industrials,United States
EMR US Equity,2018,EMERSON ELECTRIC CO,-68.5586,-68.5586,-2.2123,EMR     US,81.5,20390000640,2275000000,6.8,Emerson Electric Co,Diversified Industrials,United States
EMR US Equity,2019,EMERSON ELECTRIC CO,282.7003,282.7002,16.731,EMR     US,74.19,20497000448,2412000000,6.78,Emerson Electric Co,Diversified Industrials,United States
EMR US Equity,2020,EMERSON ELECTRIC CO,62.7109,62.711,1.9818,EMR     US,75.818,22882000896,2545000000,NA,Emerson Electric Co,Diversified Industrials,United States
ENDPQ US Equity,2015,ENDO INTERNATIONAL PLC,-82.4253,-82.4253,-0.9233,ENDPQ   US,84.867,21480859648,-145929000,7.71,Endo International PLC,Specialty & Generic Pharma,United States
ENDPQ US Equity,2016,ENDO INTERNATIONAL PLC,-98.219,0,-1.2234,ENDPQ   US,25.889,17935534080,521531008,7.89,Endo International PLC,Specialty & Generic Pharma,United States
EOG US Equity,2014,EOG RESOURCES INC,62.0593,60.1412,1.2351,EOG     US,115.176,34500882432,594577968,7.13,EOG Resources Inc,Exploration & Production,United States
EOG US Equity,2015,EOG RESOURCES INC,42.1756,40.5526,1.6077,EOG     US,92.03,27277246464,-1087162032,7.45,EOG Resources Inc,Exploration & Production,United States
EOG US Equity,2016,EOG RESOURCES INC,-12.6292,NA,-2.1431,EOG     US,103.694,25554921472,-514562000,7.54,EOG Resources Inc,Exploration & Production,United States
EOG US Equity,2017,EOG RESOURCES INC,254.4163,248.891,20.5469,EOG     US,107.879,28805304320,-65918000,7.24,EOG Resources Inc,Exploration & Production,United States
EOG US Equity,2018,EOG RESOURCES INC,-89.6032,-89.7459,-2.2895,EOG     US,142.294,33637736448,1179916024,7.62,EOG Resources Inc,Exploration & Production,United States
EOG US Equity,2019,EOG RESOURCES INC,10.369,8.0805,0.3413,EOG     US,99.571,36542267392,2084812992,7.37,EOG Resources Inc,Exploration & Production,United States
EOG US Equity,2020,EOG RESOURCES INC,-36.0863,-37.535,-0.6168,EOG     US,60.242,35074019328,1701917056,NA,EOG Resources Inc,Exploration & Production,United States
EQIX US Equity,2015,EQUINIX INC,135.4746,120.1162,5.692,EQIX    US,321.917,7705666048,-2294000,6.68,Equinix Inc,Data Center REIT,United States
EQIX US Equity,2016,EQUINIX INC,-33.271,0,-1.4997,EQIX    US,412.312,13097556992,-83386000,6.85,Equinix Inc,Data Center REIT,United States
EQIX US Equity,2017,EQUINIX INC,205.1678,192.1743,10.3293,EQIX    US,518.105,18308495360,-153669000,6.81,Equinix Inc,Data Center REIT,United States
EQIX US Equity,2018,EQUINIX INC,-37.5673,-44.9529,-1.6355,EQIX    US,488.455,20288071680,-263240992,6.93,Equinix Inc,Data Center REIT,United States
EQIX US Equity,2019,EQUINIX INC,-60.529,-62.8194,-3.7071,EQIX    US,611.04,22842333184,-134032000,6.87,Equinix Inc,Data Center REIT,United States
EQIX US Equity,2020,EQUINIX INC,13.3228,5.4307,0.2174,EQIX    US,833.478,26436714496,-238714000,NA,Equinix Inc,Data Center REIT,United States
EQR US Equity,2014,EQUITY RESIDENTIAL,221.2804,214.8619,14.5841,EQR     US,69.4,23008094208,-296028008,6.89,Equity Residential,Residential REIT,United States
EQR US Equity,2015,EQUITY RESIDENTIAL,21.6106,20.9067,0.9195,EQR     US,85.69,23008804864,320350008,6.35,Equity Residential,Residential REIT,United States
EQR US Equity,2016,EQUITY RESIDENTIAL,5.2076,0,-1.0247,EQR     US,66.944,21297743872,-66108992,6.61,Equity Residential,Residential REIT,United States
EQR US Equity,2017,EQUITY RESIDENTIAL,63.2269,62.3322,4.5612,EQR     US,69.333,20697833472,256374008,6.58,Equity Residential,Residential REIT,United States
EQR US Equity,2018,EQUITY RESIDENTIAL,33.3613,32.7077,1.4579,EQR     US,68.632,20542150656,286732992,6.78,Equity Residential,Residential REIT,United States
EQR US Equity,2019,EQUITY RESIDENTIAL,-20.2807,-21.4638,-1.9502,EQR     US,86.45,21054056448,-113254000,6.9,Equity Residential,Residential REIT,United States
EQR US Equity,2020,EQUITY RESIDENTIAL,-55.4625,-55.5232,-1.2616,EQR     US,58.238,20623978496,596038976,NA,Equity Residential,Residential REIT,United States
EQT US Equity,2014,EQT CORP,267.6607,267.5465,5.3058,EQT     US,114.647,11763651584,-812329000,7.55,EQT Corp,Exploration & Production,United States
EQT US Equity,2015,EQT CORP,-55.7833,-56.2452,-1.377,EQT     US,91.778,13740105728,-1571672000,7.72,EQT Corp,Exploration & Production,United States
EQT US Equity,2016,EQT CORP,-82.8222,NA,-3.5118,EQT     US,83.5,14889984000,NA,7.6,EQT Corp,Exploration & Production,United States
EQT US Equity,2017,EQT CORP,4.2622,4.149,0.1088,EQT     US,77.712,15984648192,-1748366984,6.18,EQT Corp,Exploration & Production,United States
EQT US Equity,2018,EQT CORP,-96.0865,-94.0359,-1.2778,EQT     US,54,28661329920,-771784000,7.64,EQT Corp,Exploration & Production,United States
ES US Equity,2014,EVERSOURCE ENERGY,166.2234,166.2236,8.8937,ES      US,48.231,27982311424,390066992,7.92,Eversource Energy,Electric Transmission & Dist,United States
ES US Equity,2015,EVERSOURCE ENERGY,-31.8064,-31.8064,-1.5065,ES      US,53.893,30046025728,-94248008,8.19,Eversource Energy,Electric Transmission & Dist,United States
